# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd hms north east up
# columns_index: 0 1 2 3 4
# index_cols: ymd hms
# index_formats: %Y%m%d %H%M%S
20010410 000000	   -6.0770	    9.3090	   -0.3121
20010411 000000	   -7.4656	    9.9932	   -6.6353
20010412 000000	   -5.1442	    8.8275	   -1.4985
20010413 000000	   -6.4128	    7.9118	   -0.0518
20010414 000000	   -5.9414	    7.8160	   -1.8550
20010415 000000	   -4.7400	    7.5303	   -4.4782
20010416 000000	   -7.6186	    4.3546	   -1.1315
20010417 000000	   -1.9772	    8.3988	    6.8853
20010418 000000	   -6.5059	    9.2031	   -1.6379
20010419 000000	   -4.5545	   10.9474	   -3.4711
20010420 000000	   -4.1031	    9.4816	   -4.1044
20010421 000000	   -3.9117	    6.9059	   -3.3476
20010422 000000	   -6.2703	   12.4202	    2.7892
20010423 000000	   -4.5189	    6.4644	    3.7660
20010424 000000	   -4.2775	    8.0287	    4.0427
20010425 000000	   -3.4761	    8.3630	    5.3395
20010426 000000	   -6.6547	    6.9472	    9.7963
20010427 000000	   -8.1133	    6.2015	   -2.0169
20010428 000000	   -4.8419	    9.5158	    2.6398
20010429 000000	   -5.4405	   10.0000	   -7.5034
20010430 000000	   -5.3191	    6.0643	   -9.2466
20010501 000000	   -4.1278	    9.5286	  -12.0698
20010502 000000	   -4.8764	   10.5328	  -23.2231
20010503 000000	   -5.7550	    7.2071	   -1.5563
20010504 000000	   -7.4036	   10.2714	    3.4305
20010505 000000	   -5.0922	    6.2656	    2.4873
20010506 000000	   -6.1808	    8.9699	   -5.0160
20010507 000000	   -5.4794	    8.1342	    0.7408
20010508 000000	   -2.6580	   10.1084	    3.8776
20010509 000000	   -4.1266	    7.1727	    8.7443
20010510 000000	   -3.3052	    7.5170	   -5.7389
20010511 000000	   -6.7038	    8.0912	    9.6679
20010512 000000	   -6.6024	    8.7255	    2.2947
20010513 000000	   -5.9910	    8.8798	    7.9914
20010514 000000	   -2.9097	    8.5040	    7.3382
20010515 000000	   -5.5983	    8.8883	    8.6850
20010516 000000	   -5.7369	   10.5726	    0.8218
20010517 000000	   -4.5655	    7.6268	    9.7685
20010518 000000	   -7.4241	    9.7111	    8.7653
20010519 000000	   -5.1327	    7.4554	    8.5421
20010520 000000	   -4.8013	   11.6496	    3.8289
20010521 000000	   -8.9299	   10.9039	   12.1656
20010522 000000	   -7.5485	    8.9582	    6.7824
20010523 000000	   -3.5571	   10.0824	    1.3192
20010524 000000	   -4.6757	   11.4767	    1.2460
20010525 000000	   -5.5843	   11.0010	   10.1227
20010526 000000	   -4.2829	    9.4352	    7.3295
20010527 000000	   -8.6816	    9.4795	   -5.7337
20010528 000000	   -5.1602	   10.9538	   11.9031
20010529 000000	   -4.1488	   11.8780	    5.6098
20010530 000000	   -5.9174	    8.9823	    2.5266
20010531 000000	   -6.4560	   10.3966	    8.8234
20010601 000000	   -5.6846	    9.7608	    0.0801
20010602 000000	   -6.1132	   10.6551	   13.1269
20010603 000000	   -8.0418	   10.7194	    8.7637
20010604 000000	   -7.6204	    8.7936	   16.6205
20010605 000000	   -5.7090	    5.8179	    4.2772
20010606 000000	   -3.5976	   10.6122	    2.3240
20010607 000000	   -3.0962	    7.6764	   -3.3992
20010608 000000	   -5.1548	    8.8107	    6.2176
20010609 000000	   -4.9235	    6.1950	    9.0743
20010610 000000	   -5.3621	    6.9692	    2.7411
20010611 000000	   -5.6507	    4.8535	   -1.1921
20010612 000000	   -6.7093	    4.5378	    4.9147
20010613 000000	   -7.7279	    8.1420	    8.9514
20010614 000000	   -7.0565	    6.8063	    8.1282
20010615 000000	   -6.2751	    8.0606	   12.6850
20010616 000000	   -7.1137	    6.0148	   -2.9882
20010617 000000	   -6.0023	    8.3191	   14.1185
20010618 000000	   -6.4809	    6.1434	    6.9153
20010619 000000	   -5.0095	    8.0476	    5.3721
20010620 000000	   -6.4681	    6.4119	   14.5689
20010621 000000	   -7.1867	    5.8062	  -12.2344
20010622 000000	   -7.9054	    4.9204	    1.4524
20010623 000000	   -5.3240	    7.4047	    2.0892
20010624 000000	   -8.4626	    8.6390	    2.7359
20010625 000000	   -5.8412	    6.4632	    8.6127
20010626 000000	   -5.0898	    7.2475	   -1.4905
20010627 000000	   -4.1384	   10.9118	   -0.0237
20010628 000000	   -8.2570	    8.4960	   -2.3670
20010629 000000	   -6.9456	    7.7303	   12.0998
20010630 000000	  -10.2342	    7.4046	   22.9066
20010701 000000	   -6.5328	    4.2288	   12.2134
20010702 000000	   -8.7614	    7.0731	    7.2901
20010703 000000	   -6.3400	    9.4774	    6.1769
20010704 000000	   -6.4586	    8.2216	   23.1437
20010705 000000	   -4.5973	    6.9059	   -1.4995
20010706 000000	   -5.1359	    6.0102	    2.9272
20010707 000000	   -7.8145	    5.9744	   11.0340
20010708 000000	   -7.2631	    6.8187	    8.1408
20010709 000000	   -7.0617	    9.6630	   19.5776
20010710 000000	   -6.7703	    9.4072	   16.4543
20010711 000000	   -5.1489	    7.6115	   20.0211
20010712 000000	   -6.5875	    8.4758	    4.9179
20010713 000000	   -5.5061	    9.2000	    8.9347
20010714 000000	   -6.1447	    7.5443	    1.3814
20010715 000000	   -4.2033	    5.4386	   12.3282
20010716 000000	   -5.8319	    9.6528	    8.9050
20010717 000000	   -4.6805	    7.5171	    8.9817
20010718 000000	   -6.3892	    6.2114	   11.5585
20010719 000000	   -8.4078	    7.9356	   22.9053
20010720 000000	   -5.7864	    9.3699	   10.6521
20010721 000000	   -6.2750	    7.2242	    8.1088
20010722 000000	   -5.2236	    7.0684	   11.9556
20010723 000000	   -4.1022	    8.9227	    0.1424
20010724 000000	   -3.9608	    9.3070	   -0.7508
20010725 000000	   -9.4694	   11.0312	    8.4159
20010726 000000	   -3.5480	    5.8155	   -7.3773
20010727 000000	   -6.9766	    5.7398	    8.7795
20010728 000000	   -7.0352	    9.6740	   12.5463
20010729 000000	   -7.4038	    6.3583	    2.6930
20010730 000000	   -7.6724	   10.7926	  -11.4202
20010731 000000	   -4.7211	    9.6268	   13.7366
20010801 000000	   -3.5597	    5.1511	   13.6334
20010802 000000	   -7.7583	    4.0754	    2.5201
